Finish	Finish (group)	Item Number	Model	Week ID	Week Number ID	In-Stock %	Inventory On Hand ($)	Item Number ID	Number of Records	Sales ($)
bronze	Finish Group	16454	1750	06-10-2017	35	0.939188913	655.665	1750	1	1320.77
bronze	Finish Group	16454	1750	13-10-2017	36	0.925692625	652.056	1750	1	1463.58
bronze	Finish Group	16454	1750	20-10-2017	37	0.923804229	643.68	1750	1	1341.29
bronze	Finish Group	16454	1750	27-10-2017	38	0.920877216	633.933	1750	1	1355.32
bronze	Finish Group	16454	1750	03-11-2017	39	0.911151977	625.302	1750	1	1426.34
bronze	Finish Group	16454	1750	10-11-2017	40	0.911812916	628.956	1750	1	1459.01
bronze	Finish Group	16454	1750	17-11-2017	41	0.907109468	626.597	1750	1	1433.38
bronze	Finish Group	16454	1750	24-11-2017	42	0.897151406	628.664	1750	1	1517.81
bronze	Finish Group	16454	1750	01-12-2017	43	0.89809498	623.58	1750	1	1545.07
bronze	Finish Group	16454	1750	08-12-2017	44	0.899567201	606.111	1750	1	1768.52
bronze	Finish Group	16454	1750	15-12-2017	45	0.892649445	609.655	1750	1	1249.15
bronze	Finish Group	16454	1750	22-12-2017	46	0.895779364	608.56	1750	1	1253.66
bronze	Finish Group	16454	1750	29-12-2017	47	0.899548682	638.426	1750	1	918.36
bronze	Finish Group	16454	1750	05-01-2018	48	0.900585244	626.452	1750	1	1261.46
bronze	Finish Group	16454	1750	12-01-2018	49	0.90397763	632.51	1750	1	1129.74
bronze	Finish Group	16454	1750	19-01-2018	50	0.919243367	630.909	1750	1	1070.25
bronze	Finish Group	16454	1750	26-01-2018	51	0.924520412	623.891	1750	1	1218.49
bronze	Finish Group	16454	1750	02-02-2018	52	0.921128026	624.257	1750	1	1245.06
bronze	Finish Group	16454	1750	09-02-2018	1	0.922729986	629.188	1750	1	1146.76
bronze	Finish Group	16454	1750	16-02-2018	2	0.928868533	638.557	1750	1	1161.59
bronze	Finish Group	16454	1750	23-02-2018	3	0.93615318	635.731	1750	1	1514.76
bronze	Finish Group	16454	1750	02-03-2018	4	0.937754084	640.363	1750	1	1327.93
bronze	Finish Group	16454	1750	09-03-2018	5	0.933987251	636.439	1750	1	1189.65
bronze	Finish Group	16454	1750	16-03-2018	6	0.934928959	631.234	1750	1	1145.62
bronze	Finish Group	16454	1750	23-03-2018	7	0.930220418	620.14	1750	1	1120.23
bronze	Finish Group	16454	1750	30-03-2018	8	0.921556702	602.221	1750	1	1339.48
bronze	Finish Group	16454	1750	06-04-2018	9	0.899991583	582.361	1750	1	1366.9
bronze	Finish Group	16454	1750	13-04-2018	10	0.884453397	566.222	1750	1	1208.64
bronze	Finish Group	16454	1750	20-04-2018	11	0.87004526	553.824	1750	1	1106.24
bronze	Finish Group	16454	1750	27-04-2018	12	0.853094512	534.442	1750	1	1147.77
bronze	Finish Group	16454	1750	04-05-2018	13	0.835390396	521.983	1750	1	1072.57
bronze	Finish Group	16454	1750	11-05-2018	14	0.825643716	508.829	1750	1	1082.4
bronze	Finish Group	16454	1750	18-05-2018	15	1.000001	495.757	1750	1	1223.73
bronze	Finish Group	16454	1750	25-05-2018	16	1.000001	484.733	1750	1	1078.71
bronze	Finish Group	16454	1750	01-06-2018	17	1.000001	471.977	1750	1	1094.49
bronze	Finish Group	16454	1750	08-06-2018	18	1.000001	458.517	1750	1	968.29
bronze	Finish Group	16454	1750	15-06-2018	19	1.000001	452.888	1750	1	780.36
bronze	Finish Group	16454	1750	22-06-2018	20	1.000001	441.499	1750	1	1143.49
bronze	Finish Group	16454	1750	29-06-2018	21	1.000001	431.818	1750	1	993.44
bronze	Finish Group	16454	1750	06-07-2018	22	1.000001	419.962	1750	1	1002.82
bronze	Finish Group	16454	1750	13-07-2018	23	1.000001	410.575	1750	1	1017.24
bronze	Finish Group	16454	1750	20-07-2018	24	1.000001	403.304	1750	1	700
bronze	Finish Group	16454	1750	27-07-2018	25	1.000001	395.176	1750	1	953.94
bronze	Finish Group	16454	1750	03-08-2018	26	1.000001	387.505	1750	1	831.88
bronze	Finish Group	16454	6530	10-02-2017	1	0.968221761	1042.852	65305	1	477.79
bronze	Finish Group	16454	6530	17-02-2017	2	0.973900183	1036.889	65305	1	486.61
bronze	Finish Group	16454	6530	24-02-2017	3	0.969217975	1048.917	65305	1	553.45
bronze	Finish Group	16454	6530	03-03-2017	4	0.973800562	1044.675	65305	1	600.91
bronze	Finish Group	16454	6530	10-03-2017	5	0.968022518	1026.667	65305	1	659
bronze	Finish Group	16454	6530	17-03-2017	6	0.960849775	1022.454	65305	1	657.74
bronze	Finish Group	16454	6530	24-03-2017	7	0.958359239	1032.02	65305	1	655.61
bronze	Finish Group	16454	6530	31-03-2017	8	0.956665674	1021.192	65305	1	549.26
bronze	Finish Group	16454	6530	07-04-2017	9	0.953097993	1007.247	65305	1	583.44
bronze	Finish Group	16454	6530	14-04-2017	10	0.950921856	1016.298	65305	1	507.54
bronze	Finish Group	16454	6530	21-04-2017	11	0.960180194	1011.424	65305	1	462.66
bronze	Finish Group	16454	6530	28-04-2017	12	0.958786465	1000.959	65305	1	414.76
bronze	Finish Group	16454	6530	05-05-2017	13	0.955899457	1026.923	65305	1	565.34
bronze	Finish Group	16454	6530	12-05-2017	14	0.964062722	1027.915	65305	1	408.02
bronze	Finish Group	16454	6530	19-05-2017	15	0.966252867	1039.933	65305	1	457.89
bronze	Finish Group	16454	6530	26-05-2017	16	0.961175714	1032.613	65305	1	496.34
bronze	Finish Group	16454	6530	02-06-2017	17	0.965157794	1043.732	65305	1	485.4
bronze	Finish Group	16454	6530	09-06-2017	18	0.971330019	1073.671	65305	1	485.62
bronze	Finish Group	16454	6530	16-06-2017	19	0.969637635	1062.62	65305	1	481.94
bronze	Finish Group	16454	6530	23-06-2017	20	0.970334499	1057.699	65305	1	483.96
bronze	Finish Group	16454	6530	30-06-2017	21	0.966750627	1078.074	65305	1	410.01
bronze	Finish Group	16454	6530	07-07-2017	22	0.971927332	1070.761	65305	1	448.87
bronze	Finish Group	16454	6530	14-07-2017	23	0.973237494	1077.702	65305	1	506.71
bronze	Finish Group	16454	6530	21-07-2017	24	0.972941708	1099.247	65305	1	523.21
bronze	Finish Group	16454	6530	28-07-2017	25	0.977219464	1093.45	65305	1	487.47
bronze	Finish Group	16454	6530	04-08-2017	26	0.977517912	1083.876	65305	1	503.32
bronze	Finish Group	16454	6530	11-08-2017	27	0.973936535	1090.797	65305	1	471.55
bronze	Finish Group	16454	6530	18-08-2017	28	0.978015326	1087.528	65305	1	531.77
bronze	Finish Group	16454	6530	25-08-2017	29	0.974234983	1067.083	65305	1	524.15
bronze	Finish Group	16454	6530	01-09-2017	30	0.971449468	1085.449	65305	1	436.59
bronze	Finish Group	16454	6530	08-09-2017	31	0.979806014	1081.421	65305	1	385.4
bronze	Finish Group	16454	6530	15-09-2017	32	0.977915843	1071.95	65305	1	306.55
bronze	Finish Group	16454	6530	22-09-2017	33	0.973240156	1067.406	65305	1	475.34
bronze	Finish Group	16454	6530	29-09-2017	34	0.975030845	1067.456	65305	1	351.82
bronze	Finish Group	16454	6530	06-10-2017	35	0.973952084	1057.319	65305	1	422.39
bronze	Finish Group	16454	6530	13-10-2017	36	0.968984	1042.441	65305	1	498.21
bronze	Finish Group	16454	6530	20-10-2017	37	0.966001596	1033.318	65305	1	437.65
bronze	Finish Group	16454	6530	27-10-2017	38	0.965106875	1027.764	65305	1	442.52
bronze	Finish Group	16454	6530	03-11-2017	39	0.967989866	1020.417	65305	1	406.32
bronze	Finish Group	16454	6530	10-11-2017	40	0.968785173	1035.868	65305	1	436.17
bronze	Finish Group	16454	6530	17-11-2017	41	0.974158638	1029.206	65305	1	521.44
bronze	Finish Group	16454	6530	24-11-2017	42	0.976158361	1031.708	65305	1	372.89
bronze	Finish Group	16454	6530	01-12-2017	43	0.97705246	1026.95	65305	1	514.09
bronze	Finish Group	16454	6530	08-12-2017	44	0.974881858	1033.975	65305	1	491.34
bronze	Finish Group	16454	6530	15-12-2017	45	0.976385203	1027.731	65305	1	454.31
bronze	Finish Group	16454	6530	22-12-2017	46	0.974901794	1029.356	65305	1	507.21
bronze	Finish Group	16454	6530	29-12-2017	47	0.97390973	1027.581	65305	1	295.59
bronze	Finish Group	16454	6530	05-01-2018	48	0.972223222	1017.43	65305	1	407.44
bronze	Finish Group	16454	6530	12-01-2018	49	0.968155762	1010.949	65305	1	538.26
bronze	Finish Group	16454	6530	19-01-2018	50	0.969048619	1003.438	65305	1	526.54
bronze	Finish Group	16454	6530	26-01-2018	51	0.968850206	996.759	65305	1	619.67
bronze	Finish Group	16454	6530	02-02-2018	52	0.96577481	985.991	65305	1	480.35
bronze	Finish Group	16454	6530	09-02-2018	1	0.962401794	983.547	65305	1	560.47
bronze	Finish Group	16454	6530	16-02-2018	2	0.957747479	1006.229	65305	1	420.69
bronze	Finish Group	16454	6530	23-02-2018	3	0.971945086	1010.528	65305	1	388.4
bronze	Finish Group	16454	6530	02-03-2018	4	0.974126112	1005.033	65305	1	411.99
bronze	Finish Group	16454	6530	09-03-2018	5	0.967186486	1002.878	65305	1	545.05
bronze	Finish Group	16454	6530	16-03-2018	6	0.962130474	997.144	65305	1	474.35
bronze	Finish Group	16454	6530	23-03-2018	7	0.962031336	1000.791	65305	1	486.79
bronze	Finish Group	16454	6530	30-03-2018	8	0.957768423	987.698	65305	1	423.04
bronze	Finish Group	16454	6530	06-04-2018	9	0.950035698	978.349	65305	1	439.48
bronze	Finish Group	16454	6530	13-04-2018	10	0.94240211	966.469	65305	1	403.07
bronze	Finish Group	16454	6530	20-04-2018	11	0.93169526	947.553	65305	1	454.56
bronze	Finish Group	16454	6530	27-04-2018	12	0.92019531	902.006	65305	1	391.12
bronze	Finish Group	16454	6530	04-05-2018	13	0.909885009	835.686	65305	1	291.13
bronze	Finish Group	16454	6530	11-05-2018	14	0.905275115	824.282	65305	1	355.08
bronze	Finish Group	16454	6530	18-05-2018	15	1.000001	813.774	65305	1	442.16
bronze	Finish Group	16454	6530	25-05-2018	16	1.000001	805.541	65305	1	412.42
bronze	Finish Group	16454	6530	01-06-2018	17	1.000001	795.88	65305	1	338.43
bronze	Finish Group	16454	6530	08-06-2018	18	1.000001	787.312	65305	1	267.12
bronze	Finish Group	16454	6530	15-06-2018	19	1.000001	785.738	65305	1	351.04
bronze	Finish Group	16454	6530	22-06-2018	20	1.000001	781.571	65305	1	217.06
bronze	Finish Group	16454	6530	29-06-2018	21	1.000001	781.426	65305	1	167.06
bronze	Finish Group	16454	6530	06-07-2018	22	1.000001	775.093	65305	1	230.24
bronze	Finish Group	16454	6530	13-07-2018	23	1.000001	769.661	65305	1	258.29
bronze	Finish Group	16454	6530	20-07-2018	24	1.000001	765.55	65305	1	214
bronze	Finish Group	16454	6530	27-07-2018	25	1.000001	760.399	65305	1	243.01
bronze	Finish Group	16454	6530	03-08-2018	26	1.000001	755.462	65305	1	262.8
bronze	Finish Group	16454	8490	10-02-2017	1	0.962536478	2463.958	84904	1	1727.06
bronze	Finish Group	16454	8490	17-02-2017	2	0.97076732	2538.408	84904	1	1780.9
bronze	Finish Group	16454	8490	24-02-2017	3	0.981552561	2574.449	84904	1	1803.79
bronze	Finish Group	16454	8490	03-03-2017	4	0.98051188	2570.198	84904	1	1931.16
bronze	Finish Group	16454	8490	10-03-2017	5	0.978430518	2530.941	84904	1	1970.65
bronze	Finish Group	16454	8490	17-03-2017	6	0.972375645	2503.177	84904	1	1784.43
bronze	Finish Group	16454	8490	24-03-2017	7	0.96491494	2486.776	84904	1	1803.38
bronze	Finish Group	16454	8490	31-03-2017	8	0.961710369	2470.439	84904	1	1945.6
bronze	Finish Group	16454	8490	07-04-2017	9	0.954430422	2463.81	84904	1	2029.64
bronze	Finish Group	16454	8490	14-04-2017	10	0.953674064	2452.609	84904	1	1734.45
bronze	Finish Group	16454	8490	21-04-2017	11	0.950648632	2515.717	84904	1	1660.03
bronze	Finish Group	16454	8490	28-04-2017	12	0.958117668	2485.619	84904	1	1949.49
bronze	Finish Group	16454	8490	05-05-2017	13	0.962750362	2475.102	84904	1	1592.28
bronze	Finish Group	16454	8490	12-05-2017	14	0.959914019	2493.074	84904	1	1937.54
bronze	Finish Group	16454	8490	19-05-2017	15	0.962655817	2485.54	84904	1	1543.58
bronze	Finish Group	16454	8490	26-05-2017	16	0.961237646	2506.139	84904	1	1636.21
bronze	Finish Group	16454	8490	02-06-2017	17	0.970692122	2586.003	84904	1	1903.68
bronze	Finish Group	16454	8490	09-06-2017	18	0.976459353	2621.814	84904	1	1945.43
bronze	Finish Group	16454	8490	16-06-2017	19	0.977310256	2602.027	84904	1	1816.7
bronze	Finish Group	16454	8490	23-06-2017	20	0.976756173	2601.167	84904	1	1706.31
bronze	Finish Group	16454	8490	30-06-2017	21	0.976096994	2604.554	84904	1	1800.95
bronze	Finish Group	16454	8490	07-07-2017	22	0.97760871	2556.246	84904	1	2185.77
bronze	Finish Group	16454	8490	14-07-2017	23	0.984694878	2574.177	84904	1	1818.5
bronze	Finish Group	16454	8490	21-07-2017	24	0.983655573	2594.038	84904	1	1823.33
bronze	Finish Group	16454	8490	28-07-2017	25	0.983277644	2615.484	84904	1	1902.07
bronze	Finish Group	16454	8490	04-08-2017	26	0.981765928	2580.355	84904	1	2282.17
bronze	Finish Group	16454	8490	11-08-2017	27	0.984978324	2578.806	84904	1	1888.9
bronze	Finish Group	16454	8490	18-08-2017	28	0.983277644	2561.27	84904	1	1790.14
bronze	Finish Group	16454	8490	25-08-2017	29	0.978364568	2463.861	84904	1	1657.54
bronze	Finish Group	16454	8490	01-09-2017	30	0.97675837	2557.46	84904	1	1695.28
bronze	Finish Group	16454	8490	08-09-2017	31	0.982994197	2510.82	84904	1	1867.05
bronze	Finish Group	16454	8490	15-09-2017	32	0.980537659	2491.939	84904	1	1474.42
bronze	Finish Group	16454	8490	22-09-2017	33	0.975246654	2482.196	84904	1	1330.22
bronze	Finish Group	16454	8490	29-09-2017	34	0.970994953	2491.358	84904	1	1563.56
bronze	Finish Group	16454	8490	06-10-2017	35	0.971656329	2460.142	84904	1	1610
bronze	Finish Group	16454	8490	13-10-2017	36	0.967877039	2454.74	84904	1	1596.74
bronze	Finish Group	16454	8490	20-10-2017	37	0.966365324	2419.902	84904	1	1749.04
bronze	Finish Group	16454	8490	27-10-2017	38	0.956539171	2410.107	84904	1	1619.54
bronze	Finish Group	16454	8490	03-11-2017	39	0.957110117	2401.128	84904	1	1912.58
bronze	Finish Group	16454	8490	10-11-2017	40	0.95505718	2423.213	84904	1	1762.61
bronze	Finish Group	16454	8490	17-11-2017	41	0.955348871	2466.008	84904	1	1898.54
bronze	Finish Group	16454	8490	24-11-2017	42	0.960182166	2476.506	84904	1	2111.06
bronze	Finish Group	16454	8490	01-12-2017	43	0.957634516	2479.95	84904	1	1610.19
bronze	Finish Group	16454	8490	08-12-2017	44	0.969995339	2483.149	84904	1	1874.35
bronze	Finish Group	16454	8490	15-12-2017	45	0.971518495	2487.157	84904	1	1724.03
bronze	Finish Group	16454	8490	22-12-2017	46	0.968412127	2460.638	84904	1	1833.57
bronze	Finish Group	16454	8490	29-12-2017	47	0.964559394	2474.125	84904	1	1273.64
bronze	Finish Group	16454	8490	05-01-2018	48	0.967207936	2463.79	84904	1	1472.74
bronze	Finish Group	16454	8490	12-01-2018	49	0.971542651	2479.533	84904	1	1605.7
bronze	Finish Group	16454	8490	19-01-2018	50	0.972108049	2479.575	84904	1	1309.21
bronze	Finish Group	16454	8490	26-01-2018	51	0.969469526	2456.257	84904	1	1519.49
bronze	Finish Group	16454	8490	02-02-2018	52	0.968150265	2472.25	84904	1	1524.14
bronze	Finish Group	16454	8490	09-02-2018	1	0.965794441	2469.923	84904	1	1392.26
bronze	Finish Group	16454	8490	16-02-2018	2	0.968815773	2472.434	84904	1	1275.83
bronze	Finish Group	16454	8490	23-02-2018	3	0.964875282	2424.289	84904	1	1260.2
bronze	Finish Group	16454	8490	02-03-2018	4	0.958283324	2387.125	84904	1	1654.91
bronze	Finish Group	16454	8490	09-03-2018	5	0.952256391	2602.748	84904	1	1606.43
bronze	Finish Group	16454	8490	16-03-2018	6	0.940108355	2547.855	84904	1	1824.03
bronze	Finish Group	16454	8490	23-03-2018	7	0.92362846	2474.932	84904	1	1665.42
bronze	Finish Group	16454	8490	30-03-2018	8	0.909220324	2431.746	84904	1	1607.4
bronze	Finish Group	16454	8490	06-04-2018	9	0.893211283	2383.623	84904	1	1462.15
bronze	Finish Group	16454	8490	13-04-2018	10	0.878143951	2334.394	84904	1	1505.27
bronze	Finish Group	16454	8490	20-04-2018	11	0.869009381	2282.438	84904	1	1387.18
bronze	Finish Group	16454	8490	27-04-2018	12	0.857049686	2239.653	84904	1	1221.81
bronze	Finish Group	16454	8490	04-05-2018	13	0.842453208	2196.558	84904	1	1475.38
bronze	Finish Group	16454	8490	11-05-2018	14	0.833224467	2161.57	84904	1	1391.97
bronze	Finish Group	16454	8490	18-05-2018	15	1.000001	2134.179	84904	1	1265.11
bronze	Finish Group	16454	8490	25-05-2018	16	1.000001	2098.978	84904	1	1344.12
bronze	Finish Group	16454	8490	01-06-2018	17	1.000001	2053.96	84904	1	1578.9
bronze	Finish Group	16454	8490	08-06-2018	18	1.000001	2008.568	84904	1	1609.96
bronze	Finish Group	16454	8490	15-06-2018	19	1.000001	1972.775	84904	1	1464.72
bronze	Finish Group	16454	8490	22-06-2018	20	1.000001	1941.904	84904	1	1330.74
bronze	Finish Group	16454	8490	29-06-2018	21	1.000001	1894.242	84904	1	1499.5
bronze	Finish Group	16454	8490	06-07-2018	22	1.000001	1843.58	84904	1	1908.23
bronze	Finish Group	16454	8490	13-07-2018	23	1.000001	1803.353	84904	1	1498.35
bronze	Finish Group	16454	8490	20-07-2018	24	1.000001	1765.239	84904	1	1532.1
bronze	Finish Group	16454	8490	27-07-2018	25	1.000001	1730.862	84904	1	1506.07
bronze	Finish Group	16454	8490	03-08-2018	26	1.000001	1687.991	84904	1	1433.56
bronze	Finish Group	16454	8618	10-02-2017	1	0.983749153	2589.214	86184	1	3944.5
bronze	Finish Group	16454	8618	17-02-2017	2	0.972611524	2509.913	86184	1	3506.81
bronze	Finish Group	16454	8618	24-02-2017	3	0.954086692	2437.561	86184	1	4286.86
bronze	Finish Group	16454	8618	03-03-2017	4	0.931811433	2373.735	86184	1	4144.93
bronze	Finish Group	16454	8618	10-03-2017	5	0.90862698	2301.082	86184	1	3722.68
bronze	Finish Group	16454	8618	17-03-2017	6	0.888283759	2248.483	86184	1	3752.17
bronze	Finish Group	16454	8618	24-03-2017	7	0.865212956	2176.971	86184	1	3727.5
bronze	Finish Group	16454	8618	31-03-2017	8	0.838582335	2092.93	86184	1	3168.84
bronze	Finish Group	16454	8618	07-04-2017	9	0.826394629	2050.167	86184	1	2762.83
bronze	Finish Group	16454	8618	14-04-2017	10	0.811384039	1991.76	86184	1	2216.08
bronze	Finish Group	16454	8618	21-04-2017	11	0.800797813	1961.427	86184	1	1759.46
bronze	Finish Group	16454	8618	28-04-2017	12	0.785772201	1906.809	86184	1	2155.47
bronze	Finish Group	16454	8618	05-05-2017	13	0.770063607	1849.462	86184	1	2262.17
bronze	Finish Group	16454	8618	12-05-2017	14	0.75663162	1808.038	86184	1	1955.32
bronze	Finish Group	16454	8618	19-05-2017	15	0.744565599	1779.498	86184	1	1985.24
bronze	Finish Group	16454	8618	26-05-2017	16	0.733182559	1747.691	86184	1	1886.95
bronze	Finish Group	16454	8618	02-06-2017	17	0.720888877	1698.224	86184	1	2213.78
bronze	Finish Group	16454	8618	09-06-2017	18	0.706204756	1665.1	86184	1	1368.43
bronze	Finish Group	16454	8618	16-06-2017	19	0.691036857	1606.129	86184	1	2011.19
bronze	Finish Group	16454	8618	23-06-2017	20	1.000001	1550.217	86184	1	1654.68
bronze	Finish Group	16454	8618	30-06-2017	21	1.000001	1516.493	86184	1	1722.13
bronze	Finish Group	16454	8618	07-07-2017	22	1.000001	1469.387	86184	1	1632.92
bronze	Finish Group	16454	8618	14-07-2017	23	1.000001	1412.72	86184	1	1393.45
bronze	Finish Group	16454	8618	21-07-2017	24	1.000001	1362.511	86184	1	1205.51
bronze	Finish Group	16454	8618	28-07-2017	25	1.000001	1327.367	86184	1	1177.68
bronze	Finish Group	16454	8618	04-08-2017	26	1.000001	1278.648	86184	1	1267.41
bronze	Finish Group	16454	8618	11-08-2017	27	1.000001	1229.566	86184	1	1437.54
bronze	Finish Group	16454	8618	18-08-2017	28	1.000001	1171.934	86184	1	1273.8
bronze	Finish Group	16454	8618	25-08-2017	29	1.000001	1078.018	86184	1	1053.23
bronze	Finish Group	16454	8618	01-09-2017	30	1.000001	1068.632	86184	1	837.32
bronze	Finish Group	16454	8618	08-09-2017	31	1.000001	1027.201	86184	1	879.19
bronze	Finish Group	16454	8618	15-09-2017	32	1.000001	985.015	86184	1	722.41
bronze	Finish Group	16454	8618	22-09-2017	33	1.000001	931.792	86184	1	731.18
bronze	Finish Group	16454	8618	29-09-2017	34	1.000001	871.981	86184	1	962.34
bronze	Finish Group	16454	8618	06-10-2017	35	1.000001	819.332	86184	1	891.23
bronze	Finish Group	16454	8618	13-10-2017	36	1.000001	797.465	86184	1	399.37
bronze	Finish Group	16454	8618	20-10-2017	37	1.000001	733.824	86184	1	846.18
bronze	Finish Group	16454	8618	27-10-2017	38	1.000001	716.433	86184	1	538.77
bronze	Finish Group	16454	8618	03-11-2017	39	1.000001	716.012	86184	1	435.3
bronze	Finish Group	16454	8618	10-11-2017	40	1.000001	686.831	86184	1	423.19
bronze	Finish Group	16454	8618	17-11-2017	41	1.000001	668.007	86184	1	442.09
bronze	Finish Group	16454	8618	24-11-2017	42	1.000001	657.866	86184	1	256.56
bronze	Finish Group	16454	8618	01-12-2017	43	1.000001	644.284	86184	1	415.93
bronze	Finish Group	16454	8618	08-12-2017	44	1.000001	630.039	86184	1	298.5
bronze	Finish Group	16454	8618	15-12-2017	45	1.000001	624.739	86184	1	375.41
bronze	Finish Group	16454	8618	22-12-2017	46	1.000001	609.414	86184	1	296.76
bronze	Finish Group	16454	8618	29-12-2017	47	1.000001	590.719	86184	1	202.58
bronze	Finish Group	16454	8618	05-01-2018	48	1.000001	571.638	86184	1	379.85
bronze	Finish Group	16454	8618	12-01-2018	49	1.000001	554.312	86184	1	253.96
bronze	Finish Group	16454	8618	19-01-2018	50	1.000001	547.81	86184	1	257.7
bronze	Finish Group	16454	8618	26-01-2018	51	1.000001	532.306	86184	1	243.53
bronze	Finish Group	16454	8618	02-02-2018	52	1.000001	528.531	86184	1	284.75
bronze	Finish Group	16454	8618	09-02-2018	1	1.000001	514.255	86184	1	255.47
bronze	Finish Group	16454	8618	16-02-2018	2	1.000001	506.64	86184	1	133
bronze	Finish Group	16454	8618	23-02-2018	3	1.000001	485.769	86184	1	248.18
bronze	Finish Group	16454	8618	02-03-2018	4	1.000001	468.95	86184	1	245.1
bronze	Finish Group	16454	8618	09-03-2018	5	1.000001	439.908	86184	1	302.31
bronze	Finish Group	16454	8618	16-03-2018	6	1.000001	411.869	86184	1	237.25
bronze	Finish Group	16454	8618	23-03-2018	7	1.000001	389.229	86184	1	175.75
bronze	Finish Group	16454	8618	30-03-2018	8	1.000001	368.122	86184	1	181.83
bronze	Finish Group	16454	8618	06-04-2018	9	1.000001	359.136	86184	1	167.18
bronze	Finish Group	16454	8618	13-04-2018	10	1.000001	313.396	86184	1	287.47
bronze	Finish Group	16454	8618	20-04-2018	11	1.000001	250.038	86184	1	300.85
bronze	Finish Group	16454	8618	27-04-2018	12	1.000001	207.89	86184	1	179
bronze	Finish Group	16454	8618	04-05-2018	13	1.000001	22.518	86184	1	204.12
bronze	Finish Group	16454	8618	11-05-2018	14	1.000001	27.792	86184	1	178.72
bronze	Finish Group	16454	8618	18-05-2018	15	1.000001	40.342	86184	1	75.63
bronze	Finish Group	16454	8618	25-05-2018	16	1.000001	44.996	86184	1	152.98
bronze	Finish Group	16454	8618	01-06-2018	17	1.000001	43.165	86184	1	219.33
bronze	Finish Group	16454	8618	08-06-2018	18	1.000001	45.92	86184	1	194.32
bronze	Finish Group	16454	8618	15-06-2018	19	1.000001	54.265	86184	1	280.65
bronze	Finish Group	16454	8618	22-06-2018	20	1.000001	61.929	86184	1	107.86
bronze	Finish Group	16454	8618	29-06-2018	21	1.000001	67.449	86184	1	180.14
bronze	Finish Group	16454	8618	06-07-2018	22	1.000001	67.562	86184	1	241.45
bronze	Finish Group	16454	8618	13-07-2018	23	1.000001	67.277	86184	1	95.12
bronze	Finish Group	16454	8618	20-07-2018	24	1.000001	64.41	86184	1	144.09
bronze	Finish Group	16454	8618	27-07-2018	25	1.000001	71.835	86184	1	103.48
bronze	Finish Group	16454	8618	03-08-2018	26	1.000001	71.826	86184	1	178.65
bronze	Finish Group	16454	8621	10-02-2017	1	0.987245898	2089.512	86215	1	2793.86
bronze	Finish Group	16454	8621	17-02-2017	2	0.988946578	2189.844	86215	1	2883.22
bronze	Finish Group	16454	8621	24-02-2017	3	0.988379685	2267.056	86215	1	3550.02
bronze	Finish Group	16454	8621	03-03-2017	4	0.988285203	2271.774	86215	1	3194.63
bronze	Finish Group	16454	8621	10-03-2017	5	0.985828664	2183.87	86215	1	3660.33
bronze	Finish Group	16454	8621	17-03-2017	6	0.985923147	2147.306	86215	1	3227.97
bronze	Finish Group	16454	8621	24-03-2017	7	0.986686552	2150.244	86215	1	3146.48
bronze	Finish Group	16454	8621	31-03-2017	8	0.983666376	2080.782	86215	1	3346.14
bronze	Finish Group	16454	8621	07-04-2017	9	0.984988253	2050.053	86215	1	3081.12
bronze	Finish Group	16454	8621	14-04-2017	10	0.982911018	2016.575	86215	1	3341.17
bronze	Finish Group	16454	8621	21-04-2017	11	0.985082673	2061.943	86215	1	2566.71
bronze	Finish Group	16454	8621	28-04-2017	12	0.983666376	2014.209	86215	1	3044.35
bronze	Finish Group	16454	8621	05-05-2017	13	0.979795165	1997.903	86215	1	3217.81
bronze	Finish Group	16454	8621	12-05-2017	14	0.979134226	2030.027	86215	1	3001
bronze	Finish Group	16454	8621	19-05-2017	15	0.97743467	1995.628	86215	1	3091.81
bronze	Finish Group	16454	8621	26-05-2017	16	0.969031309	2055.466	86215	1	2992.65
bronze	Finish Group	16454	8621	02-06-2017	17	0.979417486	2177.051	86215	1	3039.73
bronze	Finish Group	16454	8621	09-06-2017	18	0.988104106	2271.521	86215	1	3123.06
bronze	Finish Group	16454	8621	16-06-2017	19	0.985649192	2272.322	86215	1	3136.1
bronze	Finish Group	16454	8621	23-06-2017	20	0.986129149	2241.496	86215	1	3140.7
bronze	Finish Group	16454	8621	30-06-2017	21	0.985753029	2224.424	86215	1	3093.5
bronze	Finish Group	16454	8621	07-07-2017	22	0.983960238	2165.627	86215	1	3397.34
bronze	Finish Group	16454	8621	14-07-2017	23	0.988017607	2232.434	86215	1	3047.92
bronze	Finish Group	16454	8621	21-07-2017	24	0.988206322	2221.929	86215	1	3376.92
bronze	Finish Group	16454	8621	28-07-2017	25	0.991225759	2278.364	86215	1	2766.12
bronze	Finish Group	16454	8621	04-08-2017	26	0.993490338	2206.207	86215	1	3584.3
bronze	Finish Group	16454	8621	11-08-2017	27	0.988678109	2206.162	86215	1	3207.57
bronze	Finish Group	16454	8621	18-08-2017	28	0.987828892	2204.015	86215	1	3191.9
bronze	Finish Group	16454	8621	25-08-2017	29	0.982827948	2155.511	86215	1	3063.97
bronze	Finish Group	16454	8621	01-09-2017	30	0.983111021	2245.994	86215	1	2730.42
bronze	Finish Group	16454	8621	08-09-2017	31	0.989716041	2158.508	86215	1	3364.56
bronze	Finish Group	16454	8621	15-09-2017	32	0.987734535	2107.263	86215	1	2618.64
